section,group,name,url,description,tags,stars,last_push,line
Compatibility,,E-Mail,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/compatibility/e-mail.md,Preparing HTML based electronic mail.,,,,49
Compatibility,,Keyboard,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/compatibility/keyboard.md,Working with keyboard input in a web browser.,,,,50
Compatibility,,Mobile,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/compatibility/mobile.md,Development of websites optimized for viewing on smartphone and tablet devices.,,,,51
Compatibility,,Printers,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/compatibility/printers.md,Manipulation of printer output through CSS.,,,,52
Compatibility,,Responsive Web Design (RWD),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/compatibility/responsive-web-design-rwd.md,RWD responds to the needs of the users and the devices they’re using. The layout changes based on the size and capabilities of the device.,,,,53
Compatibility,,Web Accessibility,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/compatibility/web-accessibility.md,"The practice of making the Web usable by people with disabilities can perceive, understand, navigate, and interact with the Web, and that they can contribute to the Web.",,,,54
Ecosystem,,Communities Around Projects,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/ecosystem/communities-around-projects.md,"Successful open source projects attract many developers who produce plugins, libraries, tutorials and other resources. This section collects such resources.",,,,60
Ecosystem,,News,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/ecosystem/news.md,Websites & newsletters which provide daily and weekly news related to frontend web development.,,,,61
Ecosystem,,Notable Community Members,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/ecosystem/notable-community-members.md,"Important engineers, evangelists, architects and other celebrities.",,,,62
Ecosystem,,Organizations,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/ecosystem/organizations.md,Commercial companies and nonprofit organizations around web development.,,,,63
Ecosystem,,Podcasts,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/ecosystem/podcasts.md,"A podcast is a form of digital media that consists of an episodic series of audio, video, digital radio, PDF, or ePub files subscribed to and downloaded automatically through web syndication or streamed online to a computer or mobile device.",,,,64
"Languages, Protocols, Browser APIs",,Cascading Style Sheets (CSS),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/cascading-style-sheets-css.md,"CSS are a stylesheet language used to describe the presentation of a document written in HTML or XML. It describes how elements should be rendered on screen, on paper, in speech, or on other media.",,,,70
"Languages, Protocols, Browser APIs",,Document Object Model (DOM),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/document-object-model-dom.md,"The DOM is a programming interface for HTML, XML and SVG documents. It defines methods that allow access to the tree, so that they can change the document structure, style and content.",,,,71
"Languages, Protocols, Browser APIs",,HyperText Markup Language (HTML),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/hypertext-markup-language-html.md,HTML is the standard markup language used to create web pages and its elements form the building blocks of all websites.,,,,72
"Languages, Protocols, Browser APIs",,Hypertext Transfer Protocol (HTTP),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/hypertext-transfer-protocol-http.md,"The Hypertext Transfer Protocol (HTTP) is an application protocol for distributed, collaborative, hypermedia information systems. HTTP is the foundation of data communication for the World Wide Web.",,,,73
"Languages, Protocols, Browser APIs",,JavaScript (EcmaScript),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/javascript-ecmascript.md,"JavaScript is a full-fledged dynamic programming language that, when applied to an HTML document, can provide dynamic interactivity on websites. It is defined by ECMAScript standard.",,,,74
"Languages, Protocols, Browser APIs",,JavaScript Object Notation (JSON),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/javascript-object-notation-json.md,JSON (JavaScript Object Notation) is a lightweight data-interchange format. It is easy for humans to read and write. It is easy for machines to parse and generate. It is based on a subset of the JavaScript Programming Language.,,,,75
"Languages, Protocols, Browser APIs",,Scalable Vector Graphics (SVG),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/scalable-vector-graphics-svg.md,An XML-based vector image format for two-dimensional graphics with support for interactivity and animation.,,,,76
"Languages, Protocols, Browser APIs",,Service Workers,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/service-workers.md,"A method that enables applications to take advantage of persistent background processing, including hooks to enable bootstrapping of web applications while offline.",,,,77
"Languages, Protocols, Browser APIs",,Templating Languages and Engines,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/templating-languages-and-engines.md,"Template engines are tools to separate program-logic and presentation into two independent parts. This makes the development of both logic and presentation easier, improves flexibility and eases modification and maintenance.",,,,78
"Languages, Protocols, Browser APIs",,Transpiled Languages,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/transpiled-languages.md,"Abstract languages converted to native, browser supported standards like JavaScript or CSS.",,,,79
"Languages, Protocols, Browser APIs",,Uniform Resource Identifier (URI),https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/uniform-resource-identifier-uri.md,URI is a string of characters used to identify a resource. The most common form of URI is the Uniform Resource Locator (URL).,,,,80
"Languages, Protocols, Browser APIs",,Web Animations API,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/animation/web-animations-api.md,"Web Animations is a new JavaScript API for driving animated content on the web. By unifying the animation features of SVG and CSS, Web Animations unlocks features previously only usable declaratively, and exposes powerful, high-performance animation capabilities to developers.",,,,81
"Languages, Protocols, Browser APIs",,WebAssembly,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/languages-protocols-browser-apis/webassembly.md,A low-level code representation meant to fill a place that JavaScript has been forced to occupy up to now: a low-level code representation that can serve as a compiler target.,,,,82
User Interface Components,,Buttons,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/buttons.md,"The term button refers to any graphical control element that provides the user a simple way to trigger an event, like searching for a query at a search engine, or to interact with dialog boxes, like confirming an action.",,,,88
User Interface Components,,Code,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/code.md,Viewers and editors designed for embedding inside a website.,,,,89
User Interface Components,,Forms,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/forms.md,"A HTML form on a web page allows a user to enter data that is sent to a server for processing. Web users fill out the forms using checkboxes, radio buttons, or text fields.",,,,90
User Interface Components,,Galeries & Image Sliders,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/galeries-and-image-sliders.md,A sophisticated way to present a collection of images on your website.,,,,91
User Interface Components,,Grid,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/grid.md,CSS Grid Layout Systems.,,,,92
User Interface Components,,Rich Text Editors,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/rich-text-editors.md,A rich text editor is the interface for editing rich text within web browsers. The aim is to reduce the effort for users trying to express their formatting directly as valid HTML markup.,,,,93
User Interface Components,,Table Of Contents,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/table-of-contents.md,Components for automatic table of contents generation.,,,,94
User Interface Components,,UI Kits,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/ui-kits.md,Collections of ready to use components.,,,,95
User Interface Components,,Video & Audio,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/user-interface-components/video-and-audio.md,Components for playing audio and video files on a website.,,,,96
Workflow,,Automated Testing,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/automated-testing.md,Automated software testing is a process in which software tools execute pre-scripted tests on a software application before it is released into production.,,,,102
Workflow,,Build Tools,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/build-tools.md,"Toolkits and their ecosystems, that help you automate painful and repeated tasks.",,,,103
Workflow,,CSS Tools,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/css-tools.md,"Tools for analysis, pre and post processing of CSS files.",,,,104
Workflow,,Code Editors,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/code-editors.md,Text editor programs designed specifically for editing source code of a website.,,,,105
Workflow,,Documentation,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/documentation.md,"Writing, generating, publishing and consuming documentation for web deliverables.",,,,106
Workflow,,Fonts for Programmers,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/fonts-for-programmers.md,"Programmers need special fonts, which help align the code and distinguish between characters, that look alike.",,,,107
Workflow,,Getting Started,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/getting-started.md,Step by step guides for setting up a frontend development workflow.,,,,108
Workflow,,HTML Tools,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/html-tools.md,Tools for pre and post processing of the HTML source code.,,,,109
Workflow,,Image Post Processing,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/image-post-processing.md,Tools for image conversion and optimization.,,,,110
Workflow,,JavaScript Tools,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/javascript-tools.md,"Tools for static analysis, pre and post processing of JavaScript files.",,,,111
Workflow,,Package Management,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/package-management.md,"A package manager or package management system is a collection of software tools that automates the process of installing, upgrading, configuring, and removing reusable libraries and components in a consistent manner.",,,,112
Workflow,,Sourcemaps,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/sourcemaps.md,Sourcemap is a way to map a combined/minified file back to an unbuilt state.,,,,113
Workflow,,Version Control,https://github.com/dypsilon/frontend-dev-bookmarks/blob/master/workflow/version-control.md,A system that records changes to a file or set of files over time so that you can recall specific versions later.,,,,114
